Age,Gender,Civil Status,Religion,Educational Attainment,Barangay,Type of Current Offense,Prior Convictions,Juvenile Records,History of Incarceration,Length of Current Sentence (yrs),Time Served (yrs),Reoffense Nature,Time to Reoffend (mos),Infractions Count,Infractions Type,Jail Behavior Rating,Solitary Time (days),Jail Duties,Rehab Programs,Religious Activities,Group Recreation,Psych Assessment Result,Personality Disorders,Conflict in Jail,Impulsivity,Manipulativeness,Aggression,Remorse,Law Belief,Rehab Attitude,Gang Affiliation,Peer Influence,Friends w/ Record,Peer Type,Living Before Arrest,Education in Jail,Vocational Training,Therapy Attendance,Substance Abuse,Drug Rehab,Family Support,Family Relationship,Domestic Trauma,Marital Quality,Dependents,Family Reunification Intent,Pre-Jail Education,Job History,Income Level,Homelessness,Access to Needs,Juvenile Street Living,Release Date,Parole Status,Job After Release,NGO Support,Post-Release Housing,Post-Release Programs,Reoffend Time (mos),Reoffense Type
64,Male,Separated,Iglesia,Vocational,Santo Angel,Robbery,1 - Fraud,No,No,3,2.4,Escalation,1,3,None,Poor,15,Yes,No,Yes,Sports,Very High,BPD,Yes,Moderate,High,High,No,Moderate,Resistant,Yes,No,0,Prosocial,Alone,Yes,Yes,Yes,Both,No,None,Strained,No,Poor,4,No,Vocational,Retail,Medium,Yes,None,Yes,1/11/2023,None,Employed,Yes,Homeless,No,1,Robbery
54,Male,Separated,Catholic,Elementary,Bagumbayan,Illegal Drugs,2 - Fraud,Yes,No,11,1.1,None,,0,Contraband,Poor,18,Yes,Yes,No,None,Moderate,Schizoid,No,Moderate,Low,Moderate,Some,Low,Cooperative,No,Yes,0,Antisocial,Homeless,Yes,No,Yes,Both,Yes,Frequent,Strong,Yes,Poor,4,Yes,Elementary,Factory,High,No,Irregular,Yes,10/8/2021,Parole,Unemployed,Yes,Halfway House,Yes,,
61,Male,Single,Iglesia,High School,Palasan,Illegal Drugs,2 - Fraud,Yes,No,5,2,Escalation,25,4,Fighting,Poor,22,No,Yes,Yes,Sports,Low,Antisocial,Yes,Low,Low,High,Yes,Low,Cooperative,No,No,4,Prosocial,With Family,Yes,No,No,None,No,Occasional,Strong,No,,0,Yes,High School,Unemployed,Medium,No,None,No,10/10/2020,Parole,Employed,No,Homeless,Yes,25,Illegal Drugs
39,Male,Separated,Muslim,College,Aplaya,Illegal Drugs,2 - Illegal Drugs,Yes,No,7,4.1,Same,36,3,None,Fair,14,No,Yes,Yes,Art Therapy,High,BPD,No,Moderate,High,High,No,High,Willing,Yes,Yes,5,Prosocial,Alone,Yes,Yes,Yes,Alcohol,No,None,Strained,No,Poor,3,No,College,Construction,None,Yes,Irregular,No,1/19/2024,Completed,Unemployed,Yes,With Family,Yes,36,Illegal Drugs
40,Female,Single,Muslim,High School,Gatmaitan,Estafa,0 - Estafa,No,No,13,6.5,Same,7,0,Verbal Threats,Fair,30,No,No,No,Art Therapy,High,Antisocial,No,Moderate,Moderate,Moderate,Yes,High,Resistant,No,Yes,1,Prosocial,Alone,No,No,No,None,Yes,None,Strong,No,,3,No,High School,Clerk,High,Yes,Irregular,No,12/20/2024,Parole,Unemployed,Yes,Renting,Yes,7,Estafa
44,Female,Single,None,Vocational,Malinao,Estafa,3 - Estafa,No,No,1,0.9,Same,27,1,None,Good,15,No,Yes,No,Sports,Low,None,No,Low,Moderate,Low,Yes,High,Resistant,No,Yes,1,Antisocial,Homeless,Yes,No,Yes,Alcohol,Yes,Frequent,Absent,Yes,Good,1,Yes,Vocational,Factory,Low,No,Irregular,No,7/27/2020,None,Employed,No,Halfway House,Yes,27,Estafa
61,Male,Separated,None,High School,Jasaan,Illegal Drugs,1 - Assault,No,No,6,4.8,None,,2,Verbal Threats,Good,16,No,Yes,No,None,Low,None,No,Moderate,Moderate,High,No,Moderate,Willing,No,No,1,Antisocial,With Family,Yes,No,Yes,Drugs,No,Occasional,Strong,Yes,Poor,1,No,High School,Retail,Medium,Yes,Irregular,No,8/18/2020,Completed,Unemployed,No,With Family,Yes,,
20,Male,Married,Christian,None,San Pablo Norte,Theft,3 - Theft,Yes,No,9,3.9,Escalation,14,4,Fighting,Poor,25,No,No,Yes,None,Very High,BPD,Yes,Moderate,Low,Moderate,No,Moderate,Willing,Yes,Yes,3,Prosocial,With Peers,No,Yes,No,None,Yes,Frequent,Strong,Yes,Poor,0,Yes,None,Construction,None,Yes,Regular,No,6/22/2022,Parole,Employed,Yes,Renting,Yes,14,Theft
64,Male,Single,Iglesia,High School,Bagumbayan,Assault,2 - Theft,No,No,9,4.7,Same,5,0,Contraband,Fair,13,Yes,No,No,None,Low,None,No,Low,Moderate,High,No,High,Willing,No,No,1,Antisocial,Alone,No,Yes,No,Drugs,No,None,Absent,Yes,Good,0,No,High School,Factory,High,Yes,Regular,Yes,9/23/2023,None,Employed,No,With Family,Yes,5,Assault
34,Female,Separated,None,Elementary,San Pablo Norte,Illegal Drugs,3 - Estafa,Yes,No,12,8.1,Escalation,33,5,Verbal Threats,Poor,20,No,Yes,Yes,Art Therapy,Low,None,No,Moderate,High,Moderate,No,Low,Cooperative,Yes,No,0,Antisocial,With Family,Yes,Yes,No,Alcohol,Yes,Frequent,Absent,Yes,,3,Yes,Elementary,Construction,Low,No,None,No,3/19/2024,Parole,Unemployed,No,Halfway House,Yes,33,Illegal Drugs
22,Female,Married,None,Graduate,Palasan,Theft,2 - Robbery,Yes,Yes,15,11.9,Escalation,30,2,Verbal Threats,Fair,29,Yes,No,No,Sports,Very High,BPD,No,Low,Moderate,High,Yes,High,Resistant,Yes,Yes,1,Prosocial,Homeless,No,Yes,No,Both,No,Frequent,Strained,No,Good,5,No,Graduate,Odd Jobs,Medium,No,None,No,8/6/2024,None,Unemployed,No,Homeless,Yes,30,Theft
39,Female,Widowed,Christian,College,Taytay,Homicide,0 - Fraud,Yes,Yes,13,10.6,Escalation,35,5,Verbal Threats,Poor,9,Yes,No,No,None,Very High,None,Yes,High,Low,High,Some,Low,Resistant,Yes,No,5,Prosocial,Homeless,Yes,No,No,Alcohol,No,Frequent,Strained,No,,5,Yes,College,Odd Jobs,Medium,No,None,Yes,4/14/2020,None,Employed,Yes,With Family,No,35,Homicide
58,Male,Single,Muslim,Elementary,Palasan,Illegal Drugs,0 - Homicide,Yes,No,3,2.5,Escalation,20,0,Contraband,Fair,30,No,No,Yes,Sports,Low,Schizoid,No,Low,High,Low,Yes,Moderate,Resistant,No,No,2,Antisocial,Alone,Yes,No,No,Both,No,Occasional,Strong,No,Good,4,Yes,Elementary,Odd Jobs,Low,No,Regular,No,12/25/2023,Parole,Unemployed,No,With Family,Yes,20,Illegal Drugs
64,Male,Married,None,College,Pagsawitan,Robbery,0 - Homicide,Yes,No,5,4.3,Escalation,5,5,Contraband,Fair,4,No,No,Yes,None,High,Antisocial,No,High,Low,High,Some,Low,Resistant,Yes,Yes,3,Prosocial,Alone,Yes,No,No,Drugs,No,None,Strong,Yes,Poor,1,No,College,Factory,None,No,Irregular,Yes,3/26/2024,None,Unemployed,Yes,Homeless,Yes,5,Robbery
39,Female,Married,Christian,College,Santo Angel,Illegal Drugs,1 - Theft,No,Yes,5,2,None,,5,Fighting,Good,5,Yes,No,No,Sports,Moderate,BPD,No,Moderate,Moderate,Low,No,High,Resistant,No,Yes,5,Prosocial,Alone,Yes,Yes,Yes,Drugs,Yes,Occasional,Strong,No,Good,1,Yes,College,Odd Jobs,Medium,Yes,Regular,No,6/12/2020,Completed,Unemployed,Yes,Halfway House,Yes,,
35,Male,Married,Muslim,High School,Calios,Assault,0 - Theft,Yes,No,14,5.5,Same,9,2,Fighting,Poor,25,Yes,No,Yes,None,Low,BPD,No,Low,Moderate,High,No,Low,Resistant,No,No,0,Prosocial,With Family,No,No,No,Drugs,No,Frequent,Strained,No,Good,1,Yes,High School,Construction,High,Yes,Regular,No,12/14/2020,Parole,Employed,No,Homeless,Yes,9,Assault
38,Male,Single,Catholic,Vocational,Calios,Theft,2 - Theft,No,Yes,1,0.7,None,,5,None,Poor,25,No,No,No,Art Therapy,Low,Antisocial,Yes,High,Low,High,Some,Low,Resistant,Yes,Yes,0,Antisocial,With Family,No,No,Yes,None,Yes,None,Strong,No,,4,Yes,Vocational,Factory,Low,Yes,Irregular,No,7/8/2020,None,Employed,No,Homeless,No,,
23,Female,Separated,None,None,San Juan,Homicide,0 - Homicide,No,No,7,5.4,None,,1,None,Fair,5,Yes,Yes,No,Sports,Very High,BPD,Yes,High,High,High,Yes,High,Resistant,No,No,1,Antisocial,Homeless,Yes,No,No,Drugs,Yes,Occasional,Absent,Yes,,5,Yes,None,Factory,Low,Yes,Irregular,No,10/19/2024,None,Unemployed,Yes,Halfway House,No,,
36,Male,Separated,Iglesia,None,Bagumbayan,Estafa,3 - Assault,Yes,No,7,3.9,None,,3,None,Fair,2,No,No,Yes,Sports,Very High,Antisocial,No,Moderate,Low,Moderate,No,High,Willing,No,Yes,2,Antisocial,With Family,Yes,No,Yes,Alcohol,Yes,None,Strong,Yes,Poor,4,No,None,Retail,Medium,Yes,Regular,No,8/26/2023,Parole,Employed,Yes,With Family,No,,
49,Female,Single,None,Elementary,Taytay,Estafa,0 - Assault,No,No,11,2.1,Same,10,2,Verbal Threats,Good,30,No,No,No,Art Therapy,Low,None,No,Moderate,High,Low,No,High,Resistant,Yes,Yes,4,Prosocial,Homeless,No,Yes,No,Alcohol,No,Occasional,Strong,No,Good,0,Yes,Elementary,Construction,Low,Yes,None,Yes,1/19/2020,Parole,Unemployed,Yes,Halfway House,Yes,10,Estafa
57,Female,Married,Catholic,Vocational,Patimbao,Homicide,2 - Theft,No,No,6,5.9,Escalation,25,1,None,Poor,6,No,Yes,No,Sports,Moderate,Antisocial,Yes,Moderate,Moderate,High,Some,Low,Cooperative,Yes,Yes,1,Antisocial,Alone,Yes,No,Yes,Drugs,No,None,Strained,No,Good,1,No,Vocational,Unemployed,Medium,Yes,Irregular,Yes,11/6/2024,None,Employed,No,With Family,No,25,Homicide
43,Female,Single,None,None,Taytay,Illegal Drugs,1 - Robbery,Yes,No,9,5.2,Escalation,32,5,Verbal Threats,Poor,17,No,Yes,No,Sports,High,BPD,No,Moderate,High,Moderate,No,Moderate,Willing,No,Yes,0,Antisocial,Alone,No,Yes,No,Both,Yes,None,Strong,Yes,Poor,1,No,None,Unemployed,Medium,No,Regular,Yes,2/18/2020,Parole,Employed,No,Homeless,Yes,32,Illegal Drugs
34,Male,Married,None,Vocational,Pagsawitan,Estafa,0 - Theft,No,No,15,11.8,Same,33,4,Verbal Threats,Good,26,Yes,No,No,None,Moderate,Antisocial,No,Moderate,High,High,No,Low,Willing,Yes,Yes,1,Prosocial,With Family,No,Yes,Yes,None,Yes,Frequent,Absent,Yes,Poor,0,No,Vocational,Unemployed,Low,Yes,Irregular,Yes,10/22/2023,Parole,Unemployed,No,Homeless,Yes,33,Estafa
50,Female,Separated,Catholic,College,Patimbao,Assault,0 - Fraud,No,No,2,0.9,None,,3,Fighting,Good,0,Yes,Yes,No,Art Therapy,Very High,Antisocial,No,Moderate,Low,Low,Some,Moderate,Resistant,No,No,0,Prosocial,With Peers,Yes,Yes,Yes,Both,No,Occasional,Absent,No,Good,4,Yes,College,Odd Jobs,None,Yes,Irregular,No,3/27/2020,None,Unemployed,No,With Family,Yes,,
42,Male,Married,Christian,Vocational,Aplaya,Fraud,3 - Assault,Yes,Yes,12,7.9,Same,23,3,None,Good,2,Yes,Yes,Yes,None,Very High,Antisocial,No,Moderate,Low,Low,Some,Low,Willing,Yes,No,2,Antisocial,With Family,No,No,No,Both,No,None,Strained,No,,5,No,Vocational,Factory,Medium,Yes,Irregular,Yes,7/26/2021,Parole,Employed,Yes,Homeless,No,23,Fraud
18,Male,Separated,Iglesia,Elementary,Jasaan,Estafa,2 - Robbery,No,Yes,13,3,Same,29,4,Verbal Threats,Good,29,Yes,No,Yes,None,Very High,None,Yes,Moderate,High,Low,Yes,Low,Willing,No,No,0,Prosocial,With Peers,No,No,No,Alcohol,Yes,Frequent,Absent,No,,4,No,Elementary,Clerk,Medium,No,Regular,Yes,2/16/2024,None,Employed,Yes,Renting,No,29,Estafa
33,Male,Single,Muslim,College,Patimbao,Fraud,1 - Estafa,No,No,4,3,None,,0,None,Poor,26,No,Yes,Yes,Art Therapy,Moderate,Schizoid,No,Moderate,High,Low,Some,High,Willing,Yes,Yes,5,Prosocial,Homeless,No,Yes,Yes,Both,No,None,Strained,Yes,Poor,5,Yes,College,Odd Jobs,Medium,Yes,Regular,No,7/15/2024,Parole,Unemployed,Yes,Halfway House,No,,
53,Male,Separated,Christian,High School,Palasan,Robbery,1 - Theft,Yes,No,3,1.3,Escalation,36,4,Fighting,Fair,24,No,No,No,Art Therapy,Moderate,Schizoid,No,Low,Low,Moderate,No,High,Resistant,No,No,3,Antisocial,Alone,Yes,No,Yes,Both,Yes,None,Absent,No,Poor,5,Yes,High School,Construction,Medium,Yes,None,Yes,1/20/2022,Parole,Unemployed,Yes,With Family,Yes,36,Robbery
60,Male,Single,Catholic,None,Taytay,Assault,3 - Theft,No,Yes,14,8.4,Same,36,2,Contraband,Poor,19,Yes,Yes,Yes,Sports,Low,None,Yes,High,Low,High,Some,High,Willing,Yes,No,3,Antisocial,Alone,Yes,Yes,Yes,Drugs,No,None,Strong,No,,3,Yes,None,Clerk,High,No,Irregular,No,10/5/2020,Parole,Employed,Yes,Renting,Yes,36,Assault
44,Male,Single,None,Graduate,Calios,Fraud,2 - Theft,No,No,2,1.5,None,,5,Fighting,Good,4,Yes,No,No,Sports,Very High,Schizoid,Yes,Moderate,High,Low,Some,High,Resistant,Yes,No,3,Prosocial,With Peers,Yes,Yes,Yes,Alcohol,Yes,None,Absent,Yes,,1,No,Graduate,Odd Jobs,Low,No,Irregular,Yes,7/20/2021,Parole,Unemployed,No,Halfway House,Yes,,
29,Female,Married,None,Vocational,Aplaya,Assault,2 - Assault,No,Yes,13,12,None,,3,None,Poor,3,Yes,Yes,No,Sports,Moderate,None,No,Moderate,Low,High,No,High,Cooperative,No,No,3,Antisocial,With Peers,No,No,Yes,Both,Yes,Occasional,Absent,No,,0,Yes,Vocational,Construction,None,Yes,Regular,No,4/15/2023,Parole,Employed,No,Renting,No,,
43,Male,Married,Christian,Elementary,San Juan,Robbery,2 - Theft,Yes,Yes,10,3.5,None,,4,None,Fair,24,Yes,No,Yes,None,High,Narcissistic,No,Moderate,Low,High,No,Low,Willing,No,No,5,Antisocial,With Family,Yes,No,Yes,Both,No,Frequent,Strong,No,Good,2,No,Elementary,Clerk,High,No,Regular,Yes,6/18/2021,Completed,Employed,Yes,Renting,Yes,,
18,Male,Widowed,Iglesia,Elementary,Pagsawitan,Homicide,1 - Robbery,Yes,No,11,6.4,None,,3,Fighting,Good,25,Yes,Yes,No,None,Moderate,None,Yes,High,Moderate,Low,No,Moderate,Willing,No,No,1,Antisocial,With Family,No,Yes,Yes,None,No,Frequent,Absent,No,Good,4,No,Elementary,Construction,None,No,None,Yes,10/23/2023,Completed,Employed,No,Halfway House,Yes,,
28,Female,Widowed,Muslim,None,Jasaan,Homicide,0 - Theft,No,Yes,1,0.8,None,,2,Contraband,Poor,4,Yes,No,Yes,Sports,Low,None,Yes,Moderate,Low,Moderate,Yes,Low,Cooperative,No,Yes,1,Antisocial,With Family,Yes,No,Yes,Drugs,Yes,Occasional,Strained,Yes,,0,No,None,Factory,Low,Yes,None,Yes,12/13/2023,Parole,Employed,No,Homeless,No,,
53,Female,Widowed,Catholic,Elementary,San Pablo Norte,Fraud,0 - Assault,No,No,15,4.2,Same,25,0,None,Fair,8,No,Yes,Yes,None,High,Antisocial,No,High,Low,Low,Some,High,Resistant,Yes,No,3,Prosocial,Alone,No,Yes,Yes,Alcohol,No,Frequent,Strong,No,Good,2,Yes,Elementary,Clerk,High,No,Regular,Yes,6/27/2020,Parole,Unemployed,No,Renting,Yes,25,Fraud
62,Male,Married,None,None,San Juan,Robbery,1 - Estafa,No,No,4,1.7,Escalation,4,5,Contraband,Fair,12,Yes,No,Yes,None,High,None,Yes,Low,Low,Moderate,Yes,Moderate,Willing,No,Yes,3,Prosocial,Alone,No,Yes,Yes,None,No,Occasional,Absent,Yes,Good,0,No,None,Construction,None,No,Regular,No,5/27/2020,Parole,Employed,Yes,Halfway House,No,4,Robbery
62,Female,Widowed,None,Elementary,Pagsawitan,Assault,2 - Robbery,No,No,6,2.9,None,,4,Verbal Threats,Good,21,Yes,No,Yes,Sports,High,Antisocial,No,Moderate,Low,Moderate,Some,Moderate,Resistant,Yes,Yes,3,Antisocial,With Peers,No,Yes,Yes,Drugs,Yes,Frequent,Strong,Yes,Good,3,No,Elementary,Unemployed,None,Yes,Irregular,No,11/24/2023,Parole,Employed,Yes,With Family,No,,
35,Female,Single,Catholic,Graduate,San Pablo Norte,Homicide,3 - Robbery,Yes,No,2,1.5,Escalation,26,0,Fighting,Good,16,No,No,Yes,None,High,Schizoid,No,High,High,Low,No,Moderate,Cooperative,No,No,5,Antisocial,With Family,Yes,Yes,No,Alcohol,No,None,Strained,No,Poor,2,No,Graduate,Clerk,Medium,No,Irregular,Yes,8/13/2020,None,Employed,No,Renting,No,26,Homicide
58,Female,Widowed,Christian,High School,Aplaya,Estafa,2 - Robbery,Yes,No,1,1,None,,2,Fighting,Fair,18,Yes,No,Yes,Art Therapy,Very High,Antisocial,No,Moderate,High,Low,No,Moderate,Willing,No,Yes,3,Prosocial,With Peers,Yes,No,Yes,Both,Yes,Frequent,Strained,Yes,,3,No,High School,Retail,None,Yes,Irregular,Yes,8/17/2020,None,Employed,No,Renting,Yes,,
30,Male,Widowed,Muslim,None,San Pablo Norte,Illegal Drugs,3 - Robbery,No,Yes,9,3.3,Same,12,1,Verbal Threats,Good,29,No,No,Yes,Sports,Very High,BPD,No,High,High,High,Some,Low,Willing,No,Yes,2,Antisocial,Alone,Yes,Yes,Yes,Drugs,No,Occasional,Strong,No,Poor,4,No,None,Unemployed,Low,No,Irregular,No,12/15/2022,Parole,Employed,Yes,With Family,No,12,Illegal Drugs
25,Female,Widowed,Catholic,Elementary,Calios,Assault,2 - Fraud,No,No,13,6.4,Escalation,8,1,Verbal Threats,Poor,18,Yes,Yes,Yes,Art Therapy,Low,Narcissistic,No,Low,Moderate,High,Some,Low,Cooperative,Yes,Yes,4,Antisocial,With Family,No,No,No,Drugs,No,None,Absent,No,Good,5,Yes,Elementary,Construction,Medium,No,Irregular,No,6/2/2024,Parole,Unemployed,Yes,Halfway House,No,8,Assault
18,Female,Separated,Iglesia,College,Labuin,Fraud,2 - Fraud,Yes,Yes,11,1.9,Escalation,13,4,Verbal Threats,Fair,21,No,Yes,Yes,None,Moderate,BPD,No,High,Moderate,High,No,Low,Willing,Yes,Yes,5,Antisocial,Alone,Yes,No,No,Drugs,Yes,Occasional,Strong,No,,0,No,College,Clerk,High,Yes,None,Yes,11/4/2022,Parole,Employed,Yes,Renting,Yes,13,Fraud
34,Female,Single,Iglesia,Vocational,Labuin,Estafa,1 - Theft,No,Yes,12,1.3,None,,1,Fighting,Poor,26,Yes,Yes,Yes,None,Very High,Schizoid,Yes,Low,Low,Moderate,Yes,Low,Willing,Yes,Yes,1,Prosocial,With Family,Yes,Yes,Yes,Alcohol,No,Occasional,Absent,No,Good,3,Yes,Vocational,Construction,Medium,No,Irregular,No,9/5/2021,Parole,Unemployed,Yes,Renting,Yes,,
62,Male,Single,Christian,Vocational,Labuin,Robbery,0 - Assault,No,No,12,5.3,None,,4,Contraband,Good,23,No,No,No,Sports,Very High,None,No,Moderate,Moderate,Low,No,High,Willing,No,Yes,2,Prosocial,Alone,No,No,No,Both,No,None,Absent,No,Good,3,Yes,Vocational,Clerk,Medium,No,Irregular,No,8/25/2023,Parole,Unemployed,Yes,Renting,No,,
27,Female,Married,Iglesia,College,Pagsawitan,Fraud,1 - Robbery,Yes,No,11,8.1,None,,5,None,Fair,3,No,Yes,Yes,Art Therapy,Moderate,Narcissistic,Yes,High,High,Moderate,Yes,Moderate,Willing,No,Yes,1,Antisocial,Homeless,No,No,No,Drugs,Yes,Frequent,Strained,Yes,Good,1,No,College,Odd Jobs,Medium,Yes,Irregular,No,7/26/2020,Parole,Employed,Yes,Halfway House,Yes,,
51,Female,Single,Catholic,Vocational,Pagsawitan,Homicide,3 - Estafa,Yes,No,3,0.6,Escalation,7,5,Verbal Threats,Fair,26,No,Yes,No,Sports,Moderate,Narcissistic,No,High,Moderate,High,Some,Moderate,Resistant,Yes,No,3,Antisocial,With Family,No,Yes,Yes,None,Yes,Frequent,Absent,No,Good,0,No,Vocational,Factory,Medium,Yes,None,Yes,6/2/2020,Parole,Unemployed,No,Homeless,Yes,7,Homicide
61,Male,Married,Catholic,None,Pagsawitan,Homicide,1 - Robbery,No,No,15,9.6,None,,3,Contraband,Poor,14,No,Yes,No,Art Therapy,Very High,Antisocial,No,Low,Moderate,Low,Some,High,Resistant,No,Yes,0,Prosocial,With Family,No,No,Yes,Drugs,Yes,Occasional,Strained,Yes,,2,Yes,None,Odd Jobs,Low,No,None,Yes,7/26/2023,Completed,Unemployed,No,With Family,No,,
18,Female,Widowed,Iglesia,None,Aplaya,Fraud,3 - Assault,Yes,No,9,3,None,,3,Verbal Threats,Fair,8,Yes,Yes,Yes,Art Therapy,Very High,BPD,No,High,Low,High,Some,Moderate,Willing,No,No,0,Prosocial,Alone,Yes,No,No,Alcohol,No,Frequent,Strained,Yes,Good,0,Yes,None,Clerk,None,No,None,Yes,5/14/2024,None,Unemployed,No,Renting,Yes,,
22,Male,Widowed,None,Vocational,Santo Angel,Robbery,1 - Theft,No,Yes,11,3.4,None,,0,Verbal Threats,Good,4,No,No,Yes,Art Therapy,Very High,BPD,Yes,Moderate,Moderate,Moderate,No,Low,Resistant,No,Yes,5,Antisocial,With Family,No,No,No,Drugs,No,Occasional,Strained,Yes,Poor,1,Yes,Vocational,Retail,None,No,None,No,3/3/2023,Completed,Unemployed,Yes,Homeless,Yes,,
49,Female,Single,Muslim,High School,Aplaya,Illegal Drugs,1 - Estafa,No,No,10,9.2,None,,5,None,Poor,17,No,No,No,Art Therapy,High,Antisocial,No,Moderate,Moderate,Low,Yes,Moderate,Cooperative,Yes,Yes,5,Antisocial,Homeless,Yes,No,No,Alcohol,No,Occasional,Absent,Yes,,4,Yes,High School,Construction,High,Yes,None,Yes,3/27/2020,Completed,Unemployed,No,Homeless,Yes,,
45,Female,Separated,Catholic,None,San Juan,Estafa,3 - Illegal Drugs,Yes,Yes,14,12.6,Escalation,2,5,None,Fair,19,No,Yes,No,Sports,Low,Narcissistic,Yes,Low,High,Low,Some,High,Willing,Yes,Yes,0,Antisocial,Homeless,Yes,No,Yes,Both,Yes,Occasional,Strained,No,Poor,3,Yes,None,Unemployed,None,Yes,None,Yes,9/23/2021,Parole,Unemployed,Yes,Homeless,Yes,2,Estafa
43,Female,Single,Muslim,Graduate,Malinao,Assault,2 - Robbery,No,No,7,2,Escalation,21,5,Contraband,Good,16,Yes,Yes,Yes,Art Therapy,Moderate,None,Yes,High,High,High,No,Moderate,Willing,Yes,No,4,Prosocial,Homeless,No,Yes,Yes,Drugs,No,Frequent,Strained,Yes,Good,1,Yes,Graduate,Clerk,Low,Yes,None,No,12/25/2020,Parole,Employed,Yes,With Family,Yes,21,Assault
45,Female,Separated,Muslim,Elementary,Aplaya,Estafa,3 - Robbery,No,Yes,7,6.6,None,,5,Contraband,Good,15,Yes,No,No,Sports,Moderate,BPD,Yes,High,Moderate,Moderate,No,Low,Willing,No,Yes,5,Antisocial,Homeless,Yes,Yes,Yes,Drugs,No,None,Absent,No,Poor,1,No,Elementary,Retail,Low,Yes,None,Yes,8/21/2023,None,Employed,Yes,Halfway House,No,,
31,Female,Widowed,None,Vocational,San Pablo Norte,Theft,1 - Fraud,No,Yes,12,7.8,Same,11,4,Contraband,Fair,29,Yes,No,Yes,Art Therapy,Low,BPD,No,Moderate,Moderate,Moderate,Some,High,Resistant,Yes,No,3,Antisocial,With Peers,Yes,Yes,No,Both,Yes,Occasional,Absent,No,,2,No,Vocational,Clerk,High,Yes,None,No,7/20/2022,Parole,Unemployed,No,Halfway House,No,11,Theft
49,Male,Married,Christian,Graduate,Gatmaitan,Robbery,0 - Homicide,Yes,No,9,5.6,Escalation,35,3,None,Good,0,No,Yes,Yes,None,High,Antisocial,No,Low,Moderate,Moderate,Yes,Moderate,Willing,Yes,No,1,Antisocial,With Family,Yes,Yes,Yes,Alcohol,Yes,None,Strong,Yes,,4,No,Graduate,Unemployed,High,Yes,None,Yes,6/14/2021,None,Employed,No,With Family,Yes,35,Robbery
52,Male,Single,Muslim,Elementary,San Pablo Norte,Estafa,2 - Fraud,Yes,No,7,3.5,Same,29,3,Fighting,Poor,24,No,Yes,No,Art Therapy,High,Schizoid,No,High,High,Moderate,Some,High,Resistant,No,No,3,Prosocial,With Peers,No,No,Yes,Drugs,No,None,Strong,No,Good,4,Yes,Elementary,Retail,None,No,None,No,2/18/2022,Parole,Unemployed,Yes,Halfway House,Yes,29,Estafa
65,Female,Married,Catholic,Vocational,Malinao,Homicide,1 - Fraud,Yes,No,11,3.8,Same,12,0,Contraband,Fair,15,No,No,No,Sports,Low,BPD,Yes,High,Low,Moderate,No,Moderate,Resistant,No,No,1,Antisocial,Alone,No,Yes,Yes,Drugs,Yes,Frequent,Absent,Yes,Good,5,No,Vocational,Construction,None,Yes,None,Yes,4/10/2023,None,Employed,No,With Family,Yes,12,Homicide
63,Male,Single,Muslim,Graduate,Taytay,Homicide,1 - Assault,No,No,10,5.9,None,,0,Contraband,Fair,19,No,Yes,Yes,None,Moderate,BPD,No,Moderate,Moderate,Low,Yes,High,Resistant,Yes,Yes,1,Prosocial,Alone,No,No,No,None,Yes,Frequent,Absent,No,,1,No,Graduate,Retail,High,Yes,Regular,No,5/27/2021,Parole,Employed,Yes,Renting,Yes,,
28,Male,Married,None,None,San Pablo Norte,Theft,0 - Assault,No,Yes,3,2,None,,0,Verbal Threats,Poor,12,No,No,No,Sports,Moderate,None,Yes,High,High,High,Yes,High,Cooperative,Yes,Yes,1,Prosocial,Homeless,Yes,Yes,No,Alcohol,Yes,Occasional,Absent,No,Poor,0,No,None,Clerk,None,No,Regular,Yes,12/18/2021,None,Employed,Yes,Homeless,No,,
20,Female,Single,Catholic,Elementary,Patimbao,Illegal Drugs,1 - Theft,Yes,No,13,3.8,Escalation,28,0,None,Good,8,No,No,No,Sports,Very High,Narcissistic,No,High,Low,Moderate,No,High,Willing,Yes,Yes,0,Prosocial,Alone,Yes,No,Yes,Alcohol,No,None,Absent,Yes,Good,5,Yes,Elementary,Construction,High,Yes,Regular,No,1/14/2021,Completed,Unemployed,Yes,With Family,No,28,Illegal Drugs
56,Female,Separated,None,Vocational,Calios,Homicide,1 - Fraud,Yes,Yes,4,2.9,Same,2,3,Verbal Threats,Poor,21,No,Yes,Yes,None,Very High,None,No,High,Low,High,Some,Low,Cooperative,Yes,Yes,2,Antisocial,With Family,No,No,No,Drugs,No,None,Absent,Yes,,5,Yes,Vocational,Odd Jobs,High,No,None,Yes,8/6/2024,Parole,Unemployed,Yes,Halfway House,No,2,Homicide
65,Female,Widowed,Muslim,None,San Pablo Norte,Robbery,0 - Robbery,No,Yes,4,3.7,None,,1,Fighting,Fair,15,Yes,No,Yes,Art Therapy,Moderate,BPD,Yes,High,Low,Low,Some,High,Cooperative,No,No,3,Prosocial,With Peers,No,No,No,Both,No,None,Strained,Yes,Poor,1,No,None,Unemployed,Low,Yes,Irregular,Yes,8/11/2020,Completed,Employed,No,Homeless,No,,
